Full Name,Name,Asset Id,Asset Type,[Business Term] has acronym [Acronym] > Name,[Business Term] has acronym [Acronym] > Full Name,[Business Term] has acronym [Acronym] > Asset Type,[Business Term] has acronym [Acronym] > Community,[Business Term] has acronym [Acronym] > Domain Type,[Business Term] has acronym [Acronym] > Domain,[Business Term] has acronym [Acronym] > Domain Id,[Business Term] has acronym [Acronym] > Asset Id,Definition,Status,Domain,Community,Domain Type,Domain Id
Average Revenue Per Customer,ARPC,4e395308-b456-4bab-8d75-8fd214b37cce,Business Term,,,,,,,,,Average Revenue Per Customer in finance and accounting refers to the average amount of money generated by each individual customer for a specific period of time. It is calculated by dividing the total revenue generated by the total number of customers.,,,,,
Average Revenue Per Device,ARPD,07038f23-acd3-4e7d-b42d-7dd110cdc65a,Business Term,,,,,,,,,"Average Revenue Per Device refers to the average amount of revenue generated by each device utilized in a business or industry. It is a financial metric used in accounting to measure the average financial performance per device, without providing any examples or mentioning potential benefits. This information helps companies assess the efficiency and profitability of their operations on a per-device basis.",,,,,
Authentication credential Repository and Processing Function,ARPF,7fda0e8a-f2d8-4966-95d6-0e898c4b96f5,Business Term,,,,,,,,,"Authentication credential Repository and Processing Function in the context of Telecommunications refers to a system or mechanism that is responsible for storing and managing authentication credentials, such as usernames and passwords, for authorized users. It also includes the process of validating and verifying these credentials to ensure the authenticity of the user attempting to access telecommunications services or systems.",,,,,
"Agent Reserve, Pick-up In Store",ARPIS,394d3eb2-cca9-493a-85f7-b09b0b2d2979,Business Term,,,,,,,,,"Agent Reserve, Pick-up In Store refers to a customer service option where a customer can reserve a product through an agent and then collect it in a physical store location.",,,,,
Average Revenue Per Unit,ARPU,a18740c1-de61-473c-9fe8-c7592db75eb2,Business Term,,,,,,,,,Average monthly revenue per customer. Calculated as total network revenues divided by average number of subscribers on network for the month. Excludes handset financing charges.,,,,,
Automatic Repeat Request,ARQ,33b682e9-6163-499d-92dd-4fd68351370e,Business Term,,,,,,,,,"Automatic Repeat Request, in the context of Telecommunications, refers to a protocol or technique used to ensure the reliable delivery of data across a communication channel. It involves the automatic retransmission of data packets that are either lost, corrupted, or not received correctly by the intended recipient. By detecting errors or missing data, the system initiates resending of the affected packets, allowing for successful transmission and avoiding data loss or degradation.",,,,,
Automatic Route Selection,ARS,7c6ec724-021a-40ca-861f-bfbe26085f5e,Business Term,,,,,,,,,Automatic Route Selection in the context of telecommunications is the process of automatically determining the most suitable path or route for transmitting data or voice signals between devices or networks.,,,,,
Audio Response Unit,ARU,2c54fc91-4102-44b5-a780-2271213159f8,Business Term,,,,,,,,,Audio Response Unit refers to a device or system that is capable of delivering spoken information or instructions to users through audio recordings or automated voice responses.,,,,,
Access Stratum,AS,09a6641d-355d-442a-82b5-659a367d90e1,Business Term,,,,,,,,,"In computer networking and telecommunications , is a functional layer in the UMTS and LTE wireless telecom protocol stacks between radio network and user equipment.",,,,,
Average Speed of Answer,ASA,e54a1b8e-1262-48e1-a52c-8a202bf9617f,Business Term,,,,,,,,,Average time in seconds it takes to answer customer call.,,,,,
Abstract Syntax Notation Number 1,ASN.1,02da68aa-497f-4f1a-9d73-2323049d0326,Business Term,,,,,,,,,Abstract Syntax Notation Number 1 refers to a standard protocol used in the field of telecommunications. It is a notation language that defines the syntax and structure of data for communication between different network systems and devices.,,,,,
Architecture and Technology Forum,ATF,981916a7-459d-4cf2-a1ca-fe282a73ba09,Business Term,,,,,,,,,"Architecture and Technology Forum, in the context of Enterprise, refers to a platform or event where professionals come together to discuss and exchange ideas, knowledge, and best practices related to architectural design and technology implementation within an organization.",,,,,
Alliance for Telecommunications Industry Solutions,ATIS,2d4e9dde-6238-4973-94af-679b470f3ae0,Business Term,,,,,,,,,Alliance for Telecommunications Industry Solutions is an organization that focuses on developing technical and operational solutions for the telecommunications industry.,,,,,
Above The Line,ATL,83217f63-2406-4ec0-884f-e605464631d2,Business Term,,,,,,,,,Marketing offer.,,,,,
Acceptance Testing Procedure,ATP,7cbd4d01-06f0-4f10-b6e3-e56234d91b45,Business Term,,,,,,,,,"An acceptance testing procedure is a type of testing that is used to ensure that a product meets the specific requirements of the customer or client. Acceptance testing procedures are often used in software development, but can also be used for hardware or other products.",,,,,
Amazon Ubiquitous Control,AUC,ac0c34dd-681a-4d8c-802a-b4611ff5d67b,Business Term,,,,,,,,,Amazon Web Services,,,,,
Agent Unplanned Shrinkage,AUS,0197ea20-b5b9-7187-8ca8-b809d28421fa,Business Term,,,,,,,,,"Agent unplanned shrinkage refers to the unscheduled time that a call center agent is unavailable for work, typically during their scheduled shift, due to unexpected or non-productive reasons.",,,,,
Authentication Server Function,AUSF,9a9322b9-966d-4e08-8f78-b038378cc70a,Business Term,,,,,,,,,Authentication Server Function refers to the role or capability of a system or software component that is responsible for verifying the identity of users or entities attempting to access a network or system.,,,,,
Authentication Vector,AV,0ae69031-481d-4c60-b927-73689115a170,Business Term,,,,,,,,,"Authentication Vector in the context of telecommunications refers to a set of parameters and information used to verify the authenticity and integrity of a communication session between a user and a network. It includes data such as authentication key, random number, and network parameters, which are used in the authentication process to ensure secure access to the network without disclosing sensitive information.",,,,,
